City_ID,City,Lat,Long,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
303,Markovo,57.3206,107.0881,15.61,97,100,0.74,RU,1690319920
304,Shingū,33.7333,135.9833,24.86,88,0,1.73,JP,1690319920
305,Waddān,29.1614,16.139,34.58,14,0,7.12,LY,1690319834
306,Sur,22.5667,59.5289,30.08,69,100,2.6,OM,1690319921
307,Klyuchi,52.2667,79.1667,17.82,58,0,2.34,RU,1690319922
308,Lewiston Orchards,46.3804,-116.9754,30.28,33,0,2.57,US,1690319922
309,Ketchikan,55.3422,-131.6461,20.26,64,0,4.12,US,1690319335
310,Malkara,40.89,26.9011,25.3,34,0,1.63,TR,1690319923
311,Pokhara,28.2333,83.9833,22.38,84,100,1.15,NP,1690319894
312,Téra,14.0078,0.7531,35.22,38,31,3.94,NE,1690319925
313,Chālūs,36.655,51.4204,24.7,78,100,2.06,IR,1690319926
314,Fauske,67.2588,15.3918,17.1,75,99,2.73,NO,1690319927
315,Salalah,17.0151,54.0924,26.05,94,100,3.6,OM,1690319928
316,Port Augusta,-32.5,137.7667,6.14,76,0,1.31,AU,1690319928
317,Viitasaari,63.0667,25.8667,14.81,78,69,1.76,FI,1690319929
318,Hadibu,12.65,54.0333,25.25,77,58,11.36,YE,1690319929
319,Karlshamn,56.1706,14.8619,14.27,84,76,4.08,SE,1690319930
320,São João da Barra,-21.6403,-41.0511,23.05,86,16,6.58,BR,1690319930
321,Māndal,25.45,74.5667,28.29,75,100,2.71,IN,1690319931
322,Kalnibolotskaya,46.0058,40.4568,23.29,50,2,2.62,RU,1690319931
323,Dengi,9.3667,9.95,25.22,78,56,2.17,NG,1690319931
324,Lillehammer,61.1146,10.4674,12.16,95,87,0.9,NO,1690319932
325,Qarah Ẕīā’ od Dīn,38.8915,45.0255,20.48,68,47,1.64,IR,1690319932
326,Sinabang,2.4803,96.3801,26.23,85,100,1.62,ID,1690319933
327,Ishimbay,53.4545,56.0415,17.48,71,100,1.2,RU,1690319933
328,La Trinité,14.7376,-60.9629,26.03,89,100,2.06,MQ,1690319881
329,Anūpgarh,29.1911,73.2086,32.53,61,100,1.69,IN,1690319935
330,Weno,7.4515,151.8468,25.97,94,100,2.06,FM,1690319935
331,Santana,-0.0583,-51.1817,29.1,84,40,6.17,BR,1690319936
332,Ugoofaaru,5.6667,73.0,27.72,79,100,3.14,MV,1690319649
333,Mazatlán,23.2167,-106.4167,32.23,78,75,2.57,MX,1690319682
334,Manta,-0.95,-80.7333,29.88,69,40,4.63,EC,1690319851
335,Dapa,9.7594,126.0531,28.57,74,100,1.8,PH,1690319832
336,Taltal,-25.4,-70.4833,16.68,74,27,2.9,CL,1690319846
337,Levelland,33.5873,-102.378,37.88,16,9,7.23,US,1690319940
338,Nacala,-14.5428,40.6728,21.9,73,6,5.01,MZ,1690319941
339,San Antonio de Palé,-1.4014,5.6325,22.82,89,34,4.23,GQ,1690319942
340,Cabedelo,-6.9811,-34.8339,25.37,77,99,5.52,BR,1690319340
341,Suomussalmi,64.8869,28.9078,11.02,99,98,1.63,FI,1690319943
342,Coquimbo,-29.9533,-71.3436,15.85,82,0,4.63,CL,1690319811
343,At Tāj,24.2049,23.2857,31.42,13,0,5.3,LY,1690319943
344,Laguna,38.421,-121.4238,37.95,30,0,2.57,US,1690319350
345,Revda,56.801,59.9303,14.89,73,83,1.31,RU,1690319944
346,Rome,43.2128,-75.4557,27.17,62,0,2.06,US,1690319945
347,Ikalamavony,-21.15,46.5833,14.75,83,14,3.08,MG,1690319945
348,Labrador City,52.9463,-66.9114,15.95,94,100,1.03,CA,1690319712
349,Kapoeta,4.7717,33.5903,24.77,68,53,2.72,SS,1690319946
350,Phan Rang-Thap Cham,11.5667,108.9833,26.08,80,95,1.98,VN,1690319946
351,Port Douglas,-16.4833,145.4667,21.22,87,96,6.76,AU,1690319947
352,Castillos,-34.1667,-53.8333,12.22,93,100,3.63,UY,1690319364
353,Port Alfred,-33.5906,26.891,15.2,62,100,4.46,ZA,1690319948
354,Carora,10.1755,-70.0827,33.98,38,53,6.15,VE,1690319948
355,New Norfolk,-42.7826,147.0587,12.71,73,100,4.2,AU,1690319949
356,Mendefera,14.8872,38.8153,15.98,80,97,1.4,ER,1690319949
357,Dunedin,-45.8742,170.5036,6.56,67,64,5.81,NZ,1690319949
358,Hilo,19.7297,-155.09,27.19,81,100,5.14,US,1690319950
359,Margate,51.3813,1.3862,17.05,71,72,3.24,GB,1690319478
360,Lüderitz,-26.6481,15.1594,12.46,90,63,3.32,NA,1690319951
361,Dudinka,69.4058,86.1778,14.79,62,0,4.96,RU,1690319951
362,Mutsu,41.2894,141.2169,24.47,88,4,4.2,JP,1690319952
363,Tete,-16.1564,33.5867,21.05,56,0,2.57,MZ,1690319952
364,Ouésso,1.6136,16.0517,22.54,96,100,1.68,CG,1690319952
365,Smithers,54.7804,-127.1743,15.18,82,100,2.06,CA,1690319714
366,Plastun,44.7561,136.2939,22.14,85,15,2.24,RU,1690319953
367,Baruun-Urt,46.6806,113.2792,17.5,60,53,1.72,MN,1690319954
368,Cartagena,10.3997,-75.5144,30.79,70,20,6.69,CO,1690319955
369,Vilyuysk,63.7553,121.6247,14.27,61,15,1.89,RU,1690319955
370,Zapala,-38.8992,-70.0544,6.23,56,0,15.36,AR,1690319956
371,Peniche,39.3558,-9.3811,19.05,83,0,9.46,PT,1690319956
372,Berdigestyakh,62.0989,126.6992,14.61,59,8,1.95,RU,1690319867
373,Amahai,-3.3333,128.9167,26.11,85,75,3.19,ID,1690319957
374,Lashio,22.9333,97.75,19.95,99,73,0.18,MM,1690319759
375,As Suwayq,23.8494,57.4386,31.38,77,100,3.75,OM,1690319958
376,Marquette,46.5333,-87.6335,27.68,59,42,0.89,US,1690319904
377,Kaa-Khem,51.6833,94.7333,14.28,67,43,1.96,RU,1690319959
378,Saint-Pierre,-21.3393,55.4781,20.82,73,0,3.6,RE,1690319960
379,Pundong,-7.9522,110.3486,22.51,93,99,2.02,ID,1690319961
380,Entebbe,0.0644,32.4469,22.18,83,20,1.54,UG,1690319962
381,Mayuge,0.4597,33.4803,21.16,67,93,1.73,UG,1690319963
382,Am Timan,11.0297,20.2827,24.91,86,100,1.42,TD,1690319965
383,Saipan,15.1355,145.701,28.14,100,75,4.12,MP,1690319965
384,La Plata,-34.9215,-57.9545,13.23,89,100,4.32,AR,1690319966
385,Ingeniero Jacobacci,-41.3427,-69.5448,4.14,76,93,6.51,AR,1690319966
386,Trincomalee,8.5711,81.2335,27.31,74,100,10.05,LK,1690319967
387,Hammerfest,70.6634,23.6821,11.25,87,40,4.63,NO,1690319967
388,Lebyazh'ye,55.2689,66.4947,16.57,80,78,1.53,RU,1690319968
389,Lupane,-18.9315,27.807,13.66,68,42,3.26,ZW,1690319968
390,Altar,30.7,-111.8167,41.39,19,0,2.12,MX,1690319969
391,Dili,-8.5586,125.5736,22.01,67,60,2.15,TL,1690319969
392,El Granada,37.5027,-122.4694,34.68,57,20,8.23,US,1690319969
393,Lai Chau,22.3997,103.4517,21.19,86,73,0.49,VN,1690319970
394,Undurkhaan,47.3194,110.6556,15.03,77,95,1.13,MN,1690319970
395,Puerto Real,36.5282,-6.1901,22.09,78,0,2.06,ES,1690319971
396,Zilair,52.2332,57.4392,14.82,88,100,1.16,RU,1690319971
397,Ciudad Mante,22.7333,-98.9667,33.7,43,97,2.07,MX,1690319769
398,Olyokminsk,60.3736,120.4264,17.51,85,9,1.2,RU,1690319972
399,Lajedo,-8.6636,-36.32,18.2,91,36,3.16,BR,1690319972
400,Lorengau,-2.0226,147.2712,26.4,85,100,7.22,PG,1690319973
401,Cologne,50.9333,6.95,15.46,75,40,0.51,DE,1690319974
402,Greymouth,-42.4667,171.2,5.31,87,40,2.53,NZ,1690319974
403,Abū Qurqāş,27.9312,30.8384,34.02,18,6,6.62,EG,1690319975
404,Enewetak,11.3474,162.3373,28.56,77,49,6.72,MH,1690319975
405,Spring Creek,40.7266,-115.5859,32.83,11,7,3.32,US,1690319975
406,Quellón,-43.1167,-73.6167,9.14,87,75,1.54,CL,1690319976
407,Costa Rica,-23.4167,-54.65,23.57,42,37,2.08,BR,1690319897
408,Klippan,56.1356,13.1309,14.85,89,13,2.67,SE,1690319977
409,Niquero,20.0431,-77.5828,29.58,70,67,1.92,CU,1690319977
410,Williams Lake,52.1415,-122.1445,16.76,51,75,5.66,CA,1690319982
411,Bel Ombre,-4.6167,55.4167,25.91,83,75,7.72,SC,1690319811
412,Godech,43.015,23.0442,24.91,34,4,2.74,BG,1690319984
413,Aitape,-3.1374,142.3475,25.06,88,100,2.55,PG,1690319985
414,Emerald,-23.5333,148.1667,11.3,82,0,6.18,AU,1690319986
415,Pisco,-13.7,-76.2167,22.03,68,0,8.75,PE,1690319848
416,Baturaden,-7.3,109.2167,15.3,98,97,1.55,ID,1690319987
417,Almeirim,-1.5233,-52.5817,30.53,52,63,1.1,BR,1690319834
418,Przasnysz,53.0191,20.8803,17.47,74,94,3.87,PL,1690319988
419,Amherst,41.3978,-82.2224,29.76,64,0,4.12,US,1690319988
420,Sfax,34.7406,10.7603,32.08,55,0,7.2,TN,1690319989
421,Sidrolândia,-20.9319,-54.9614,25.59,30,2,1.12,BR,1690319990
422,Khovd,48.0056,91.6419,18.57,39,100,1.33,MN,1690319990
423,Rio Grande,-32.035,-52.0986,16.06,90,100,6.95,BR,1690319991
424,Vorkuta,67.5,64.0,15.91,84,100,2.97,RU,1690319993
425,Hpa-An,16.8906,97.6333,23.58,97,83,0.76,MM,1690319993
426,Kabansk,52.0486,106.6528,12.18,95,100,0.44,RU,1690319994
427,Nantucket,41.2835,-70.0995,28.03,87,0,4.12,US,1690319848
428,Labytnangi,66.6572,66.4183,16.33,91,100,3.69,RU,1690319817
429,Rong Kwang,18.339,100.3174,23.42,97,73,1.06,TH,1690319995
430,Barra de Santo Antônio,-9.4047,-35.5072,24.6,82,65,3.16,BR,1690319996
431,Skowhegan,44.7651,-69.7192,27.31,84,96,1.98,US,1690319996
432,Porbandar,21.6422,69.6093,27.42,86,51,7.33,IN,1690319997
433,Babayevo,59.3936,35.9371,14.41,91,100,2.46,RU,1690319997
434,Acaraú,-2.8856,-40.12,26.18,75,7,7.57,BR,1690319827
435,Dazhou,31.2159,107.5009,24.21,93,100,1.27,CN,1690319786
436,Hassi Messaoud,31.6804,6.0729,39.92,9,0,1.54,DZ,1690319999
437,Mountain Home,43.133,-115.6912,31.19,20,0,2.57,US,1690319857
438,Konstantinovka,49.6167,127.9833,19.06,89,80,2.39,RU,1690320000
439,Touros,-5.1989,-35.4608,24.76,74,52,7.42,BR,1690320001
440,Chincha Alta,-13.4099,-76.1323,21.33,68,8,3.04,PE,1690320002
441,Sauðarkrokur,65.7461,-19.6394,7.85,89,57,3.74,IS,1690320003
442,Koné,-21.0595,164.8658,19.01,69,46,3.82,NC,1690320003
443,Berezovyy,51.6667,135.7,18.93,93,93,0.81,RU,1690320004
444,Korla,41.7597,86.1469,29.47,29,85,0.38,CN,1690320004
445,Ciudad Madero,22.2667,-97.8333,30.11,70,75,2.57,MX,1690320005
446,Gadzhiyevo,69.2551,33.3362,9.24,97,87,2.35,RU,1690320005
447,Daru,-9.0763,143.2092,24.21,80,48,6.21,PG,1690320006
448,Kataba,13.9833,44.3833,24.24,40,100,1.58,YE,1690320007
449,La Ronge,55.1001,-105.2842,23.14,43,100,6.17,CA,1690319990
450,St. George's,12.0564,-61.7485,27.71,78,100,4.93,GD,1690320009
451,Khorramabad,33.4878,48.3558,23.79,17,0,2.06,IR,1690320010
452,Glace Bay,46.1969,-59.957,29.88,51,75,5.14,CA,1690320011
453,Mount Gambier,-37.8333,140.7667,5.39,96,100,2.43,AU,1690319788
454,Airok,7.2772,168.8203,27.35,81,100,7.15,MH,1690320011
455,Balabac,7.9868,117.0645,27.97,80,100,6.74,PH,1690320012
456,Anta,25.15,76.3,30.54,70,100,3.21,IN,1690320013
457,Manokwari,-0.8667,134.0833,25.66,82,83,1.31,ID,1690320013
458,Baise City,23.8997,106.6133,25.25,91,91,0.32,CN,1690320014
459,Jamestown,42.097,-79.2353,24.84,83,0,4.63,US,1690320014
460,Petawawa,45.9001,-77.3328,25.99,53,75,3.09,CA,1690320015
461,Plácido de Castro,-10.3353,-67.1856,35.26,24,1,0.89,BR,1690320015
462,Chibougamau,49.9168,-74.3659,22.79,38,0,5.28,CA,1690319848
463,Saint Lawrence,36.0553,14.204,29.67,72,0,2.65,MT,1690320016
464,Zaragoza,41.6561,-0.8773,19.89,51,0,10.29,ES,1690320017
465,Kailua-Kona,19.6406,-155.9956,29.17,81,40,3.6,US,1690320017
466,Hollabrunn,48.55,16.0833,20.81,72,62,0.45,AT,1690320018
467,Makar'yev,57.8797,43.8069,13.37,88,69,1.2,RU,1690320018
468,Hermansverk,61.1846,6.8502,13.25,100,100,0.51,NO,1690320019
469,Soure,-0.7167,-48.5233,27.77,73,67,4.9,BR,1690320020
470,Saint Joseph,39.7686,-94.8466,29.78,66,20,3.6,US,1690320021
471,Tarawa,1.419,172.984,26.05,94,100,2.57,KI,1690320022
472,Ghazni,33.5536,68.4269,21.54,60,65,0.82,AF,1690320022
473,Pervomayskoye,43.919,46.7102,23.0,75,36,2.4,RU,1690320023
474,Yeovil,50.9416,-2.6321,16.35,71,20,1.54,GB,1690320023
475,Fortuna,40.5982,-124.1573,22.74,78,75,5.66,US,1690320023
476,Ayoun El Atrous,16.6614,-9.6149,38.4,27,56,2.19,MR,1690320024
477,Qarqaraly,49.4058,75.4742,16.31,53,45,2.74,KZ,1690320024
478,San Martín,-33.081,-68.4681,16.3,27,43,2.48,AR,1690320025
479,Rongelap,11.1635,166.8941,28.66,75,100,7.75,MH,1690320025
480,Matoury,4.8483,-52.3317,28.98,79,40,2.06,GF,1690320026
481,Saint-Louis,16.3333,-15.0,36.15,39,92,5.14,SN,1690320026
482,Qal‘ah-ye Shahr,35.5473,65.5676,17.63,34,14,1.36,AF,1690320027
483,Woolgoolga,-30.1106,153.2007,13.93,74,78,5.7,AU,1690320028
484,Kingscliff,-28.2667,153.5667,14.31,82,40,2.06,AU,1690320028
485,Bada,51.392,109.8717,12.87,92,90,0.85,RU,1690320029
486,Ambovombe,-25.1667,46.0833,17.78,58,27,4.04,MG,1690320029
487,Vila Franca do Campo,37.7167,-25.4333,22.23,78,40,1.07,PT,1690320030
488,Nicoya,10.1483,-85.452,29.6,67,100,4.97,CR,1690320031
489,Dusa Marreb,5.535,46.3861,24.49,63,79,10.24,SO,1690319823
490,Al Jawf,29.5,38.75,31.34,15,3,3.41,SA,1690319459
491,Kapaa,22.0752,-159.319,30.18,75,20,6.17,US,1690320034
492,Aktau,43.65,51.2,23.32,75,96,6.22,KZ,1690320034
493,Cidade Velha,14.9167,-23.6167,26.26,83,20,4.63,CV,1690320036
494,Yauya,-8.9833,-77.3,18.4,19,5,0.97,PE,1690320037
495,Turpan,42.9333,89.1667,35.44,14,97,2.99,CN,1690320038
496,Morant Bay,17.8815,-76.4093,32.79,70,34,4.61,JM,1690320038
497,Al Majāridah,19.1236,41.9111,33.92,25,95,0.94,SA,1690320039
498,Al Muwayh,22.4333,41.7583,30.82,15,98,5.66,SA,1690320039
499,Urangan,-25.3,152.9,18.66,64,75,6.36,AU,1690320040
500,Suntar,62.1444,117.6319,16.46,91,65,2.02,RU,1690320040
501,Kerikeri,-35.2268,173.9474,11.06,87,6,2.24,NZ,1690320040
502,Vikulovo,56.8167,70.6107,14.14,89,6,2.63,RU,1690320041
503,Itoman,26.1247,127.6694,28.01,83,75,4.63,JP,1690319828
504,Altai,46.3722,96.2583,11.6,43,2,0.44,MN,1690320042
505,Aykhal,66.0,111.5,16.67,70,100,2.05,RU,1690319799
506,Holualoa,19.6228,-155.9522,27.1,82,40,3.6,US,1690320043
507,Kalmunai,7.4167,81.8167,27.12,71,100,1.49,LK,1690319759
508,Vassouras,-22.4039,-43.6625,21.81,54,54,2.08,BR,1690320044
509,Bandarbeyla,9.4942,50.8122,23.67,83,9,15.59,SO,1690320045
510,Mossel Bay,-34.1831,22.146,13.06,69,0,1.7,ZA,1690320045
511,Leticia,-4.2153,-69.9406,32.03,58,40,1.54,CO,1690320046
512,Gadani,25.1185,66.7299,29.12,83,44,2.53,PK,1690320046
513,Serravalle Scrivia,44.7228,8.8564,23.44,91,49,0.08,IT,1690320047
514,Shizunai-furukawachō,42.3339,142.3669,21.96,97,73,0.58,JP,1690320047
515,Nong Khai,17.9167,103.0833,27.88,89,36,1.05,TH,1690320048
516,Bariloche,-41.1456,-71.3082,3.47,93,40,5.66,AR,1690320031
517,Forster,-32.1667,152.5167,10.76,86,12,2.82,AU,1690320050
518,Colonel Hill,22.7667,-74.2167,28.94,75,43,6.5,BS,1690320051
519,Derzhavīnsk,51.1,66.3167,23.98,43,100,4.23,KZ,1690320051
520,Dubbo,-32.25,148.6167,4.07,93,0,5.14,AU,1690320052
521,Fort McMurray,56.7268,-111.381,18.77,94,40,2.06,CA,1690320053
522,Tayabas,14.0289,121.5911,24.31,88,100,5.33,PH,1690320053
523,Naujoji Akmenė,56.3167,22.9,13.15,97,97,2.77,LT,1690320057
524,Ust'-Ilimsk,58.0006,102.6619,16.83,80,100,1.29,RU,1690320061
525,Bonthe,7.5264,-12.505,24.32,92,100,2.11,SL,1690319477
526,Tingi,-11.3,35.0333,15.33,63,19,0.56,TZ,1690320063
527,Palmer,42.1584,-72.3287,26.75,100,100,0.0,US,1690320064
528,Atmore,31.0238,-87.4939,33.83,48,1,1.18,US,1690320064
529,Shenjiamen,29.9576,122.298,25.73,94,96,4.48,CN,1690320065
530,Vila Velha,-20.3297,-40.2925,21.97,90,100,3.09,BR,1690320065
531,Labasa,-16.4167,179.3833,23.52,82,98,2.88,FJ,1690320066
532,Sinop Province,41.7711,34.8709,17.2,55,0,3.39,TR,1690320018
533,Houma,29.5958,-90.7195,34.44,53,40,3.6,US,1690320001
534,Inarajan Village,13.2736,144.7484,28.54,93,100,7.2,GU,1690320027
535,Mahina,-17.5065,-149.489,28.87,79,75,5.14,PF,1690320068
536,Bestöbe,52.4994,73.0975,21.23,38,76,2.79,KZ,1690320069
537,Zhongshu,24.5167,103.7667,17.61,94,96,1.29,CN,1690320069
538,Sittwe,20.15,92.9,27.0,86,72,6.11,MM,1690320070
539,Bela,25.9333,81.9833,29.06,72,100,3.95,IN,1690320070
540,Terrace,54.5163,-128.6035,14.56,94,100,6.17,CA,1690320071
541,Nuku'alofa,-21.1333,-175.2,23.19,56,75,4.63,TO,1690319984
542,Raduzhny,62.0961,77.475,15.93,92,71,1.95,RU,1690320072
543,Tanhaçu,-14.0214,-41.2481,24.17,45,4,2.04,BR,1690320074
544,Tokār,18.4254,37.729,34.95,35,90,3.19,SD,1690320075
545,Idrī,27.5,13.2667,33.99,11,0,3.96,LY,1690320032
546,Port Lincoln,-34.7333,135.8667,10.7,72,0,3.66,AU,1690319994
547,Roxas,11.5853,122.7511,23.97,80,100,4.91,PH,1690320076
548,Ghanzi,-21.5667,21.7833,15.46,22,2,5.16,BW,1690320078
549,Câmara de Lobos,32.6333,-16.9667,23.89,91,75,2.57,PT,1690320079
550,Shanwei,22.782,115.3475,28.67,78,75,1.26,CN,1690320080
551,Olenino,56.2092,33.4889,15.64,98,50,3.13,RU,1690320081
552,San Patricio,28.017,-97.5169,36.97,38,18,7.83,US,1690320064
553,Tucumã,-0.1833,-50.05,28.0,73,94,3.2,BR,1690320083
554,Borogontsy,62.6683,131.1683,14.24,70,59,2.24,RU,1690320084
555,Kalamata,37.0389,22.1142,28.95,73,0,1.54,GR,1690320085
556,Omalur,11.741,78.0456,23.81,82,100,0.71,IN,1690320085
557,Culebra,18.303,-65.301,29.02,80,35,9.8,PR,1690320086
558,Ballina,-28.8667,153.5667,12.66,86,85,2.98,AU,1690319996
559,Waterloo,43.4668,-80.5164,28.18,50,0,3.09,CA,1690319960
560,Key West,24.5557,-81.7826,34.0,61,100,6.17,US,1690319907
561,Puerto Baquerizo Moreno,-0.9,-89.6,27.55,74,20,5.14,EC,1690320048
562,Makamba,-4.1348,29.804,17.86,60,0,1.07,BI,1690320090
563,Tateyama,34.9833,139.8667,25.8,89,39,1.58,JP,1690320091
564,Oddur,4.1213,43.8894,22.44,65,62,9.27,SO,1690320092
565,Magadan,59.5667,150.8,13.86,85,39,2.88,RU,1690320092
566,Kristiansund,63.1115,7.732,15.36,88,75,5.14,NO,1690320094
567,Porto-Novo,6.4965,2.6036,24.9,88,90,2.58,BJ,1690320095
568,Carlsbad,33.1581,-117.3506,40.96,65,0,5.14,US,1690319897
569,Dhidhdhoo,6.8833,73.1,27.72,80,100,4.47,MV,1690320087
570,Igarka,67.4667,86.5833,15.2,80,17,3.64,RU,1690320097
571,Ijebu-Ife,6.7784,4.0339,23.71,94,55,1.11,NG,1690320098
572,Sakakah,29.9697,40.2064,33.76,14,17,3.81,SA,1690320099
573,Bengkulu,-3.8004,102.2655,23.66,90,8,1.8,ID,1690320100
574,Inhambane,-23.865,35.3833,17.42,70,6,2.79,MZ,1690320021
575,Jiayuguan City,39.8167,98.3,25.71,18,100,4.04,CN,1690320102
576,Gaspé,48.8334,-64.4819,23.95,100,75,1.54,CA,1690319854
577,Caçapava do Sul,-30.5122,-53.4914,12.63,99,100,1.55,BR,1690320103
578,Elverum,60.8819,11.5623,11.11,95,30,0.93,NO,1690320104
579,Le Lorrain,14.8329,-61.0567,25.97,88,100,8.71,MQ,1690320104
580,Ebute Ikorodu,6.6009,3.4882,25.18,100,20,2.57,NG,1690320105
581,Piracaia,-23.0539,-46.3581,24.02,54,43,0.47,BR,1690320106
582,Flying Fish Cove,-10.4217,105.6791,23.82,94,100,3.09,CX,1690320107
583,Palmas,-10.2128,-48.3603,29.93,48,0,1.54,BR,1690320109
584,Xilin Hot,43.9667,116.0333,20.93,53,95,3.0,CN,1690320053
585,Metlili Chaamba,32.2667,3.6333,36.52,9,0,0.0,DZ,1690320110
586,Boa Vista,2.8197,-60.6733,28.99,70,75,1.54,BR,1690320111
587,Bowen,-20.0167,148.2333,20.05,77,86,10.38,AU,1690320111
588,Darwin,-12.4611,130.8418,15.99,44,0,4.47,AU,1690319840
589,Pangai,-19.8,-174.35,23.06,73,75,2.57,TO,1690320112
590,Freguesia do Ribeirao da Ilha,-27.7177,-48.5627,22.21,86,0,1.54,BR,1690320113
591,Caleta de Carquín,-11.0925,-77.6267,21.23,76,16,6.22,PE,1690320113
592,Guarapari,-20.6667,-40.4975,21.61,92,86,3.53,BR,1690320114
593,Altamira,-3.2033,-52.2064,29.05,70,0,0.0,BR,1690320114
594,Mubi,10.2676,13.2644,25.32,76,100,1.53,NG,1690320115
595,Sarupathar,26.1984,93.8094,24.53,98,84,1.29,IN,1690320116
596,Thinadhoo,0.5333,72.9333,28.09,79,100,6.29,MV,1690320116
597,Saint Croix,17.7397,-64.7388,28.25,79,0,6.69,VI,1690320117
598,Apiaí,-24.5094,-48.8425,18.94,47,35,0.45,BR,1690320117
599,Hays,30.0502,-98.0336,38.93,32,0,0.89,US,1690320118
600,Brisas de Zicatela,15.8369,-97.0419,32.29,58,40,3.6,MX,1690320118
601,Hamada,34.8833,132.0833,23.88,87,18,1.65,JP,1690320120
602,Pinheiro Machado,-31.5783,-53.3811,12.25,100,100,4.25,BR,1690320122
603,Galliano,29.4422,-90.2992,34.0,49,0,2.06,US,1690320125
604,Severo-Yeniseyskiy,60.3725,93.0408,14.13,96,68,1.15,RU,1690320117
605,Loango,-4.6719,11.8312,21.81,88,75,2.57,CG,1690320211
606,Aībak,36.2647,68.0155,27.92,18,6,2.68,AF,1690320212
607,San Rafael del Sur,11.8485,-86.4384,31.54,50,70,7.98,NI,1690320212
608,Malita,6.415,125.6117,26.42,80,94,1.9,PH,1690320213
